goal_difference,goals_against,goals_for,losses,ot_losses,source_url,team_name,win_percentage,wins,year
47,218,265,23,6,https://www.scrapethissite.com/pages/forms/?page_num=16,Dallas Stars,0.646,53,2005
96,209,305,16,8,https://www.scrapethissite.com/pages/forms/?page_num=16,Detroit Red Wings,0.707,58,2005
5,251,256,28,13,https://www.scrapethissite.com/pages/forms/?page_num=16,Edmonton Oilers,0.5,41,2005
-17,257,240,34,11,https://www.scrapethissite.com/pages/forms/?page_num=16,Florida Panthers,0.451,37,2005
-21,270,249,35,5,https://www.scrapethissite.com/pages/forms/?page_num=16,Los Angeles Kings,0.512,42,2005
16,215,231,36,8,https://www.scrapethissite.com/pages/forms/?page_num=16,Minnesota Wild,0.463,38,2005
-4,247,243,31,9,https://www.scrapethissite.com/pages/forms/?page_num=16,Montreal Canadiens,0.512,42,2005
32,227,259,25,8,https://www.scrapethissite.com/pages/forms/?page_num=16,Nashville Predators,0.598,49,2005
13,229,242,27,9,https://www.scrapethissite.com/pages/forms/?page_num=16,New Jersey Devils,0.561,46,2005
-48,278,230,40,6,https://www.scrapethissite.com/pages/forms/?page_num=16,New York Islanders,0.439,36,2005
42,215,257,26,12,https://www.scrapethissite.com/pages/forms/?page_num=16,New York Rangers,0.537,44,2005
103,211,314,21,9,https://www.scrapethissite.com/pages/forms/?page_num=16,Ottawa Senators,0.634,52,2005
8,259,267,26,11,https://www.scrapethissite.com/pages/forms/?page_num=16,Philadelphia Flyers,0.549,45,2005
-25,271,246,39,5,https://www.scrapethissite.com/pages/forms/?page_num=16,Phoenix Coyotes,0.463,38,2005
-72,316,244,46,14,https://www.scrapethissite.com/pages/forms/?page_num=16,Pittsburgh Penguins,0.268,22,2005
24,242,266,27,11,https://www.scrapethissite.com/pages/forms/?page_num=16,San Jose Sharks,0.537,44,2005
-95,292,197,46,15,https://www.scrapethissite.com/pages/forms/?page_num=16,St. Louis Blues,0.256,21,2005
-8,260,252,33,6,https://www.scrapethissite.com/pages/forms/?page_num=16,Tampa Bay Lightning,0.524,43,2005
-13,270,257,33,8,https://www.scrapethissite.com/pages/forms/?page_num=16,Toronto Maple Leafs,0.5,41,2005
1,255,256,32,8,https://www.scrapethissite.com/pages/forms/?page_num=17,Vancouver Canucks,0.512,42,2005
-69,306,237,41,12,https://www.scrapethissite.com/pages/forms/?page_num=17,Washington Capitals,0.354,29,2005
50,208,258,20,14,https://www.scrapethissite.com/pages/forms/?page_num=17,Anaheim Ducks,0.585,48,2006
1,245,246,28,11,https://www.scrapethissite.com/pages/forms/?page_num=17,Atlanta Thrashers,0.524,43,2006
-70,289,219,41,6,https://www.scrapethissite.com/pages/forms/?page_num=17,Boston Bruins,0.427,35,2006
66,242,308,22,7,https://www.scrapethissite.com/pages/forms/?page_num=17,Buffalo Sabres,0.646,53,2006
32,226,258,29,10,https://www.scrapethissite.com/pages/forms/?page_num=17,Calgary Flames,0.524,43,2006
-12,253,241,34,8,https://www.scrapethissite.com/pages/forms/?page_num=17,Carolina Hurricanes,0.488,40,2006
-48,249,201,42,7,https://www.scrapethissite.com/pages/forms/?page_num=17,Columbus Blue Jackets,0.402,33,2006
-57,258,201,42,9,https://www.scrapethissite.com/pages/forms/?page_num=17,Chicago Blackhawks,0.378,31,2006
21,251,272,31,7,https://www.scrapethissite.com/pages/forms/?page_num=17,Colorado Avalanche,0.537,44,2006
29,197,226,25,7,https://www.scrapethissite.com/pages/forms/?page_num=17,Dallas Stars,0.61,50,2006
55,199,254,19,13,https://www.scrapethissite.com/pages/forms/?page_num=17,Detroit Red Wings,0.61,50,2006
-53,248,195,43,7,https://www.scrapethissite.com/pages/forms/?page_num=17,Edmonton Oilers,0.39,32,2006
-10,257,247,31,16,https://www.scrapethissite.com/pages/forms/?page_num=17,Florida Panthers,0.427,35,2006
-56,283,227,41,14,https://www.scrapethissite.com/pages/forms/?page_num=17,Los Angeles Kings,0.329,27,2006
44,191,235,26,8,https://www.scrapethissite.com/pages/forms/?page_num=17,Minnesota Wild,0.585,48,2006
-11,256,245,34,6,https://www.scrapethissite.com/pages/forms/?page_num=17,Montreal Canadiens,0.512,42,2006
60,212,272,23,8,https://www.scrapethissite.com/pages/forms/?page_num=17,Nashville Predators,0.622,51,2006
15,201,216,24,9,https://www.scrapethissite.com/pages/forms/?page_num=17,New Jersey Devils,0.598,49,2006
8,240,248,30,12,https://www.scrapethissite.com/pages/forms/?page_num=17,New York Islanders,0.488,40,2006
26,216,242,30,10,https://www.scrapethissite.com/pages/forms/?page_num=17,New York Rangers,0.512,42,2006
66,222,288,25,9,https://www.scrapethissite.com/pages/forms/?page_num=17,Ottawa Senators,0.585,48,2006
-89,303,214,48,12,https://www.scrapethissite.com/pages/forms/?page_num=17,Philadelphia Flyers,0.268,22,2006
-68,284,216,46,5,https://www.scrapethissite.com/pages/forms/?page_num=17,Phoenix Coyotes,0.378,31,2006
31,246,277,24,11,https://www.scrapethissite.com/pages/forms/?page_num=18,Pittsburgh Penguins,0.573,47,2006
59,199,258,26,5,https://www.scrapethissite.com/pages/forms/?page_num=18,San Jose Sharks,0.622,51,2006
-40,254,214,35,13,https://www.scrapethissite.com/pages/forms/?page_num=18,St. Louis Blues,0.415,34,2006
-8,261,253,33,5,https://www.scrapethissite.com/pages/forms/?page_num=18,Tampa Bay Lightning,0.537,44,2006
-11,269,258,31,11,https://www.scrapethissite.com/pages/forms/?page_num=18,Toronto Maple Leafs,0.488,40,2006
21,201,222,26,7,https://www.scrapethissite.com/pages/forms/?page_num=18,Vancouver Canucks,0.598,49,2006
-51,286,235,40,14,https://www.scrapethissite.com/pages/forms/?page_num=18,Washington Capitals,0.341,28,2006
14,191,205,27,8,https://www.scrapethissite.com/pages/forms/?page_num=18,Anaheim Ducks,0.573,47,2007
-56,272,216,40,8,https://www.scrapethissite.com/pages/forms/?page_num=18,Atlanta Thrashers,0.415,34,2007
-10,222,212,29,12,https://www.scrapethissite.com/pages/forms/?page_num=18,Boston Bruins,0.5,41,2007
13,242,255,31,12,https://www.scrapethissite.com/pages/forms/?page_num=18,Buffalo Sabres,0.476,39,2007
2,227,229,30,10,https://www.scrapethissite.com/pages/forms/?page_num=18,Calgary Flames,0.512,42,2007
3,249,252,33,6,https://www.scrapethissite.com/pages/forms/?page_num=18,Carolina Hurricanes,0.524,43,2007
-25,218,193,36,12,https://www.scrapethissite.com/pages/forms/?page_num=18,Columbus Blue Jackets,0.415,34,2007
4,235,239,34,8,https://www.scrapethissite.com/pages/forms/?page_num=18,Chicago Blackhawks,0.488,40,2007
12,219,231,31,7,https://www.scrapethissite.com/pages/forms/?page_num=18,Colorado Avalanche,0.537,44,2007
35,207,242,30,7,https://www.scrapethissite.com/pages/forms/?page_num=18,Dallas Stars,0.549,45,2007
73,184,257,21,7,https://www.scrapethissite.com/pages/forms/?page_num=18,Detroit Red Wings,0.659,54,2007
-16,251,235,35,6,https://www.scrapethissite.com/pages/forms/?page_num=18,Edmonton Oilers,0.5,41,2007
-10,226,216,35,9,https://www.scrapethissite.com/pages/forms/?page_num=18,Florida Panthers,0.463,38,2007
-35,266,231,43,7,https://www.scrapethissite.com/pages/forms/?page_num=18,Los Angeles Kings,0.39,32,2007
5,218,223,28,10,https://www.scrapethissite.com/pages/forms/?page_num=18,Minnesota Wild,0.537,44,2007
40,222,262,25,10,https://www.scrapethissite.com/pages/forms/?page_num=18,Montreal Canadiens,0.573,47,2007
1,229,230,32,9,https://www.scrapethissite.com/pages/forms/?page_num=18,Nashville Predators,0.5,41,2007
9,197,206,29,7,https://www.scrapethissite.com/pages/forms/?page_num=18,New Jersey Devils,0.561,46,2007
-49,243,194,38,9,https://www.scrapethissite.com/pages/forms/?page_num=19,New York Islanders,0.427,35,2007
14,199,213,27,13,https://www.scrapethissite.com/pages/forms/?page_num=19,New York Rangers,0.512,42,2007
14,247,261,31,8,https://www.scrapethissite.com/pages/forms/?page_num=19,Ottawa Senators,0.524,43,2007
15,233,248,29,11,https://www.scrapethissite.com/pages/forms/?page_num=19,Philadelphia Flyers,0.512,42,2007
-17,231,214,37,7,https://www.scrapethissite.com/pages/forms/?page_num=19,Phoenix Coyotes,0.463,38,2007
31,216,247,27,8,https://www.scrapethissite.com/pages/forms/?page_num=19,Pittsburgh Penguins,0.573,47,2007
29,193,222,23,10,https://www.scrapethissite.com/pages/forms/?page_num=19,San Jose Sharks,0.598,49,2007
-32,237,205,36,13,https://www.scrapethissite.com/pages/forms/?page_num=19,St. Louis Blues,0.402,33,2007
-44,267,223,42,9,https://www.scrapethissite.com/pages/forms/?page_num=19,Tampa Bay Lightning,0.378,31,2007
-29,260,231,35,11,https://www.scrapethissite.com/pages/forms/?page_num=19,Toronto Maple Leafs,0.439,36,2007
-2,215,213,33,10,https://www.scrapethissite.com/pages/forms/?page_num=19,Vancouver Canucks,0.476,39,2007
11,231,242,31,8,https://www.scrapethissite.com/pages/forms/?page_num=19,Washington Capitals,0.524,43,2007
7,238,245,33,7,https://www.scrapethissite.com/pages/forms/?page_num=19,Anaheim Ducks,0.512,42,2008
-23,280,257,41,6,https://www.scrapethissite.com/pages/forms/?page_num=19,Atlanta Thrashers,0.427,35,2008
78,196,274,19,10,https://www.scrapethissite.com/pages/forms/?page_num=19,Boston Bruins,0.646,53,2008
16,234,250,32,9,https://www.scrapethissite.com/pages/forms/?page_num=19,Buffalo Sabres,0.5,41,2008
6,248,254,30,6,https://www.scrapethissite.com/pages/forms/?page_num=19,Calgary Flames,0.561,46,2008
13,226,239,30,7,https://www.scrapethissite.com/pages/forms/?page_num=19,Carolina Hurricanes,0.549,45,2008
-4,230,226,31,10,https://www.scrapethissite.com/pages/forms/?page_num=19,Columbus Blue Jackets,0.5,41,2008
48,216,264,24,12,https://www.scrapethissite.com/pages/forms/?page_num=19,Chicago Blackhawks,0.561,46,2008
-58,257,199,45,5,https://www.scrapethissite.com/pages/forms/?page_num=19,Colorado Avalanche,0.39,32,2008
-27,257,230,35,11,https://www.scrapethissite.com/pages/forms/?page_num=19,Dallas Stars,0.439,36,2008
51,244,295,21,10,https://www.scrapethissite.com/pages/forms/?page_num=19,Detroit Red Wings,0.622,51,2008
-14,248,234,35,9,https://www.scrapethissite.com/pages/forms/?page_num=19,Edmonton Oilers,0.463,38,2008
3,231,234,30,11,https://www.scrapethissite.com/pages/forms/?page_num=19,Florida Panthers,0.5,41,2008
-27,234,207,37,11,https://www.scrapethissite.com/pages/forms/?page_num=20,Los Angeles Kings,0.415,34,2008
19,200,219,33,9,https://www.scrapethissite.com/pages/forms/?page_num=20,Minnesota Wild,0.488,40,2008
2,247,249,30,11,https://www.scrapethissite.com/pages/forms/?page_num=20,Montreal Canadiens,0.5,41,2008
-20,233,213,34,8,https://www.scrapethissite.com/pages/forms/?page_num=20,Nashville Predators,0.488,40,2008
35,209,244,27,4,https://www.scrapethissite.com/pages/forms/?page_num=20,New Jersey Devils,0.622,51,2008
-78,279,201,47,9,https://www.scrapethissite.com/pages/forms/?page_num=20,New York Islanders,0.317,26,2008
-8,218,210,30,9,https://www.scrapethissite.com/pages/forms/?page_num=20,New York Rangers,0.524,43,2008
-20,237,217,35,11,https://www.scrapethissite.com/pages/forms/?page_num=20,Ottawa Senators,0.439,36,2008
26,238,264,27,11,https://www.scrapethissite.com/pages/forms/?page_num=20,Philadelphia Flyers,0.537,44,2008
-44,252,208,39,7,https://www.scrapethissite.com/pages/forms/?page_num=20,Phoenix Coyotes,0.439,36,2008
25,239,264,28,9,https://www.scrapethissite.com/pages/forms/?page_num=20,Pittsburgh Penguins,0.549,45,2008
53,204,257,18,11,https://www.scrapethissite.com/pages/forms/?page_num=20,San Jose Sharks,0.646,53,2008
0,233,233,31,10,https://www.scrapethissite.com/pages/forms/?page_num=20,St. Louis Blues,0.5,41,2008
-69,279,210,40,18,https://www.scrapethissite.com/pages/forms/?page_num=20,Tampa Bay Lightning,0.293,24,2008
-43,293,250,35,13,https://www.scrapethissite.com/pages/forms/?page_num=20,Toronto Maple Leafs,0.415,34,2008
26,220,246,27,10,https://www.scrapethissite.com/pages/forms/?page_num=20,Vancouver Canucks,0.549,45,2008
27,245,272,24,8,https://www.scrapethissite.com/pages/forms/?page_num=20,Washington Capitals,0.61,50,2008
-13,251,238,32,11,https://www.scrapethissite.com/pages/forms/?page_num=20,Anaheim Ducks,0.476,39,2009
-22,256,234,34,13,https://www.scrapethissite.com/pages/forms/?page_num=20,Atlanta Thrashers,0.427,35,2009
6,200,206,30,13,https://www.scrapethissite.com/pages/forms/?page_num=20,Boston Bruins,0.476,39,2009
28,207,235,27,10,https://www.scrapethissite.com/pages/forms/?page_num=20,Buffalo Sabres,0.549,45,2009
-6,210,204,32,10,https://www.scrapethissite.com/pages/forms/?page_num=20,Calgary Flames,0.488,40,2009
-26,256,230,37,10,https://www.scrapethissite.com/pages/forms/?page_num=20,Carolina Hurricanes,0.427,35,2009
-43,259,216,35,15,https://www.scrapethissite.com/pages/forms/?page_num=20,Columbus Blue Jackets,0.39,32,2009
62,209,271,22,8,https://www.scrapethissite.com/pages/forms/?page_num=20,Chicago Blackhawks,0.634,52,2009
11,233,244,30,9,https://www.scrapethissite.com/pages/forms/?page_num=21,Colorado Avalanche,0.524,43,2009
-17,254,237,31,14,https://www.scrapethissite.com/pages/forms/?page_num=21,Dallas Stars,0.451,37,2009
13,216,229,24,14,https://www.scrapethissite.com/pages/forms/?page_num=21,Detroit Red Wings,0.537,44,2009
-70,284,214,47,8,https://www.scrapethissite.com/pages/forms/?page_num=21,Edmonton Oilers,0.329,27,2009
-36,244,208,37,13,https://www.scrapethissite.com/pages/forms/?page_num=21,Florida Panthers,0.39,32,2009
22,219,241,27,9,https://www.scrapethissite.com/pages/forms/?page_num=21,Los Angeles Kings,0.561,46,2009
-27,246,219,36,8,https://www.scrapethissite.com/pages/forms/?page_num=21,Minnesota Wild,0.463,38,2009
-6,223,217,33,10,https://www.scrapethissite.com/pages/forms/?page_num=21,Montreal Canadiens,0.476,39,2009
0,225,225,29,6,https://www.scrapethissite.com/pages/forms/?page_num=21,Nashville Predators,0.573,47,2009
31,191,222,27,7,https://www.scrapethissite.com/pages/forms/?page_num=21,New Jersey Devils,0.585,48,2009
-42,264,222,37,11,https://www.scrapethissite.com/pages/forms/?page_num=21,New York Islanders,0.415,34,2009
4,218,222,33,11,https://www.scrapethissite.com/pages/forms/?page_num=21,New York Rangers,0.463,38,2009
-13,238,225,32,6,https://www.scrapethissite.com/pages/forms/?page_num=21,Ottawa Senators,0.537,44,2009
11,225,236,35,6,https://www.scrapethissite.com/pages/forms/?page_num=21,Philadelphia Flyers,0.5,41,2009
23,202,225,25,7,https://www.scrapethissite.com/pages/forms/?page_num=21,Phoenix Coyotes,0.61,50,2009
20,237,257,28,7,https://www.scrapethissite.com/pages/forms/?page_num=21,Pittsburgh Penguins,0.573,47,2009
49,215,264,20,11,https://www.scrapethissite.com/pages/forms/?page_num=21,San Jose Sharks,0.622,51,2009
2,223,225,32,10,https://www.scrapethissite.com/pages/forms/?page_num=21,St. Louis Blues,0.488,40,2009
-43,260,217,36,12,https://www.scrapethissite.com/pages/forms/?page_num=21,Tampa Bay Lightning,0.415,34,2009
-53,267,214,38,14,https://www.scrapethissite.com/pages/forms/?page_num=21,Toronto Maple Leafs,0.366,30,2009
50,222,272,28,5,https://www.scrapethissite.com/pages/forms/?page_num=21,Vancouver Canucks,0.598,49,2009
85,233,318,15,13,https://www.scrapethissite.com/pages/forms/?page_num=21,Washington Capitals,0.659,54,2009
4,235,239,30,5,https://www.scrapethissite.com/pages/forms/?page_num=21,Anaheim Ducks,0.573,47,2010
-46,269,223,36,12,https://www.scrapethissite.com/pages/forms/?page_num=21,Atlanta Thrashers,0.415,34,2010
51,195,246,25,11,https://www.scrapethissite.com/pages/forms/?page_num=21,Boston Bruins,0.561,46,2010
16,229,245,29,10,https://www.scrapethissite.com/pages/forms/?page_num=22,Buffalo Sabres,0.524,43,2010
13,237,250,29,12,https://www.scrapethissite.com/pages/forms/?page_num=22,Calgary Flames,0.5,41,2010
-3,239,236,31,11,https://www.scrapethissite.com/pages/forms/?page_num=22,Carolina Hurricanes,0.488,40,2010
-43,258,215,35,13,https://www.scrapethissite.com/pages/forms/?page_num=22,Columbus Blue Jackets,0.415,34,2010
33,225,258,29,9,https://www.scrapethissite.com/pages/forms/?page_num=22,Chicago Blackhawks,0.537,44,2010
-61,288,227,44,8,https://www.scrapethissite.com/pages/forms/?page_num=22,Colorado Avalanche,0.366,30,2010
-6,233,227,29,11,https://www.scrapethissite.com/pages/forms/?page_num=22,Dallas Stars,0.512,42,2010
20,241,261,25,10,https://www.scrapethissite.com/pages/forms/?page_num=22,Detroit Red Wings,0.573,47,2010
-76,269,193,45,12,https://www.scrapethissite.com/pages/forms/?page_num=22,Edmonton Oilers,0.305,25,2010
-34,229,195,40,12,https://www.scrapethissite.com/pages/forms/?page_num=22,Florida Panthers,0.366,30,2010
21,198,219,30,6,https://www.scrapethissite.com/pages/forms/?page_num=22,Los Angeles Kings,0.561,46,2010
-27,233,206,35,8,https://www.scrapethissite.com/pages/forms/?page_num=22,Minnesota Wild,0.476,39,2010
7,209,216,30,8,https://www.scrapethissite.com/pages/forms/?page_num=22,Montreal Canadiens,0.537,44,2010
25,194,219,27,11,https://www.scrapethissite.com/pages/forms/?page_num=22,Nashville Predators,0.537,44,2010
-35,209,174,39,5,https://www.scrapethissite.com/pages/forms/?page_num=22,New Jersey Devils,0.463,38,2010
-35,264,229,39,13,https://www.scrapethissite.com/pages/forms/?page_num=22,New York Islanders,0.366,30,2010
35,198,233,33,5,https://www.scrapethissite.com/pages/forms/?page_num=22,New York Rangers,0.537,44,2010
-58,250,192,40,10,https://www.scrapethissite.com/pages/forms/?page_num=22,Ottawa Senators,0.39,32,2010
36,223,259,23,12,https://www.scrapethissite.com/pages/forms/?page_num=22,Philadelphia Flyers,0.573,47,2010
5,226,231,26,13,https://www.scrapethissite.com/pages/forms/?page_num=22,Phoenix Coyotes,0.524,43,2010
39,199,238,25,8,https://www.scrapethissite.com/pages/forms/?page_num=22,Pittsburgh Penguins,0.598,49,2010
35,213,248,25,9,https://www.scrapethissite.com/pages/forms/?page_num=22,San Jose Sharks,0.585,48,2010
6,234,240,33,11,https://www.scrapethissite.com/pages/forms/?page_num=22,St. Louis Blues,0.463,38,2010
7,240,247,25,11,https://www.scrapethissite.com/pages/forms/?page_num=22,Tampa Bay Lightning,0.561,46,2010
-33,251,218,34,11,https://www.scrapethissite.com/pages/forms/?page_num=22,Toronto Maple Leafs,0.451,37,2010
77,185,262,19,9,https://www.scrapethissite.com/pages/forms/?page_num=23,Vancouver Canucks,0.659,54,2010
27,197,224,23,11,https://www.scrapethissite.com/pages/forms/?page_num=23,Washington Capitals,0.585,48,2010
-27,231,204,36,12,https://www.scrapethissite.com/pages/forms/?page_num=23,Anaheim Ducks,0.415,34,2011
67,202,269,29,4,https://www.scrapethissite.com/pages/forms/?page_num=23,Boston Bruins,0.598,49,2011
-12,230,218,32,11,https://www.scrapethissite.com/pages/forms/?page_num=23,Buffalo Sabres,0.476,39,2011
-24,226,202,29,16,https://www.scrapethissite.com/pages/forms/?page_num=23,Calgary Flames,0.451,37,2011
-30,243,213,33,16,https://www.scrapethissite.com/pages/forms/?page_num=23,Carolina Hurricanes,0.402,33,2011
-60,262,202,46,7,https://www.scrapethissite.com/pages/forms/?page_num=23,Columbus Blue Jackets,0.354,29,2011
10,238,248,26,11,https://www.scrapethissite.com/pages/forms/?page_num=23,Chicago Blackhawks,0.549,45,2011
-12,220,208,35,6,https://www.scrapethissite.com/pages/forms/?page_num=23,Colorado Avalanche,0.5,41,2011
-11,222,211,35,5,https://www.scrapethissite.com/pages/forms/?page_num=23,Dallas Stars,0.512,42,2011
45,203,248,28,6,https://www.scrapethissite.com/pages/forms/?page_num=23,Detroit Red Wings,0.585,48,2011
-27,239,212,40,10,https://www.scrapethissite.com/pages/forms/?page_num=23,Edmonton Oilers,0.39,32,2011
-24,227,203,26,18,https://www.scrapethissite.com/pages/forms/?page_num=23,Florida Panthers,0.463,38,2011
15,179,194,27,15,https://www.scrapethissite.com/pages/forms/?page_num=23,Los Angeles Kings,0.488,40,2011
-49,226,177,36,11,https://www.scrapethissite.com/pages/forms/?page_num=23,Minnesota Wild,0.427,35,2011
-14,226,212,35,16,https://www.scrapethissite.com/pages/forms/?page_num=23,Montreal Canadiens,0.378,31,2011
27,210,237,26,8,https://www.scrapethissite.com/pages/forms/?page_num=23,Nashville Predators,0.585,48,2011
19,209,228,28,6,https://www.scrapethissite.com/pages/forms/?page_num=23,New Jersey Devils,0.585,48,2011
-52,255,203,37,11,https://www.scrapethissite.com/pages/forms/?page_num=23,New York Islanders,0.415,34,2011
39,187,226,24,7,https://www.scrapethissite.com/pages/forms/?page_num=23,New York Rangers,0.622,51,2011
9,240,249,31,10,https://www.scrapethissite.com/pages/forms/?page_num=23,Ottawa Senators,0.5,41,2011
32,232,264,26,9,https://www.scrapethissite.com/pages/forms/?page_num=23,Philadelphia Flyers,0.573,47,2011
12,204,216,27,13,https://www.scrapethissite.com/pages/forms/?page_num=23,Phoenix Coyotes,0.512,42,2011
61,221,282,25,6,https://www.scrapethissite.com/pages/forms/?page_num=23,Pittsburgh Penguins,0.622,51,2011
18,210,228,29,10,https://www.scrapethissite.com/pages/forms/?page_num=24,San Jose Sharks,0.524,43,2011
45,165,210,22,11,https://www.scrapethissite.com/pages/forms/?page_num=24,St. Louis Blues,0.598,49,2011
-46,281,235,36,8,https://www.scrapethissite.com/pages/forms/?page_num=24,Tampa Bay Lightning,0.463,38,2011
-33,264,231,37,10,https://www.scrapethissite.com/pages/forms/?page_num=24,Toronto Maple Leafs,0.427,35,2011
51,198,249,22,9,https://www.scrapethissite.com/pages/forms/?page_num=24,Vancouver Canucks,0.622,51,2011
-8,230,222,32,8,https://www.scrapethissite.com/pages/forms/?page_num=24,Washington Capitals,0.512,42,2011
-21,246,225,35,10,https://www.scrapethissite.com/pages/forms/?page_num=24,Winnipeg Jets,0.451,37,2011
